P = 150;
R = 1;
Ai = [1,72,123,269,290,378,475,481,530,548,714,728,892,1141,1216,1280,1474,1602,1674,2019,2073,2213,2226,2314,2384,2648,2878,2987,3139,3287,3340,3420,3584,3597,3650,3818,3967,4078,4344,4568,4569,4685,4735,4905,4929,5006,5142,5231,5572,5729,5898,5939,6058,6212,6372,6472,6608,6940,7057,7059,7113,7135,7216,7223,7230,7283,7341,7433,7472,7548,7669,7765,7803,7886,7934,7976,8030,8092,8180,8311,8390,8404,8705,9305,9375,10188,10204,10529,10529,10827,10957,11303,11411,11623,11782,12064,12352,12369,12509,12577,12596,12608,12655,12856,12861,12932,12962,13003,13026,13173,13381,13439,13463,13523,13857,13860,13953,14019,14082,14098,14149,14169,14352,14652,14754,14777,14913,15082,15195,15323,15349,15413,15443,16049,16084,16234,16240,16420,16477,16728,16777,16897,17289,17510,17842,17881,17912,18339,18350,18415];
Ei = [601,672,723,869,890,978,1075,1081,1130,1148,1314,1328,1492,1741,1816,1880,2074,2202,2274,2619,2673,2813,2826,2914,2984,3248,3478,3587,3739,3887,3940,4020,4184,4197,4250,4418,4567,4678,4944,5168,5169,5285,5335,5505,5529,5606,5742,5831,6172,6329,6498,6539,6658,6812,6972,7072,7208,7540,7657,7659,7713,7735,7816,7823,7830,7883,7941,8033,8072,8148,8269,8365,8403,8486,8534,8576,8630,8692,8780,8911,8990,9004,9305,9905,9975,10788,10804,11129,11129,11427,11557,11903,12011,12223,12382,12664,12952,12969,13109,13177,13196,13208,13255,13456,13461,13532,13562,13603,13626,13773,13981,14039,14063,14123,14457,14460,14553,14619,14682,14698,14749,14769,14952,15252,15354,15377,15513,15682,15795,15923,15949,16013,16043,16649,16684,16834,16840,17020,17077,17328,17377,17497,17889,18110,18442,18481,18512,18939,18950,19015];
Ti = [1157,1233,1068,1181,1408,1123,1337,1297,1276,1549,1742,1706,1832,2311,2016,2186,2274,2564,2524,3094,3268,3261,3396,3069,3536,3406,3832,3707,4301,4161,4411,4611,4410,4727,4849,4843,4804,4959,5198,5329,5378,5677,5610,5852,5866,5852,6057,5901,6661,6912,6602,6643,7030,7032,7267,7386,7542,8059,7839,8070,8162,8317,7970,7907,8348,8039,8541,8101,8437,8406,8733,8452,8551,8955,9089,8939,9169,8803,8891,9231,9271,9362,9722,9997,10252,10995,11104,11513,11523,12019,12133,12432,12515,12599,12469,12909,13309,13203,13483,13617,13547,13611,13502,13745,13809,13837,14155,13963,13833,13863,14089,14363,14606,14307,14907,14949,14693,14931,15139,15008,14987,14902,15264,15448,15569,15629,15739,15812,15868,16504,16510,16238,16404,17142,17151,17173,17311,17109,17170,17514,17668,18088,18468,18625,18697,18809,18837,19199,19331,19122];
Li = [2401,2472,2523,2669,2690,2778,2875,2881,2930,2948,3114,3128,3292,3541,3616,3680,3874,4002,4074,4419,4473,4613,4626,4714,4784,5048,5278,5387,5539,5687,5740,5820,5984,5997,6050,6218,6367,6478,6744,6968,6969,7085,7135,7305,7329,7406,7542,7631,7972,8129,8298,8339,8458,8612,8772,8872,9008,9340,9457,9459,9513,9535,9616,9623,9630,9683,9741,9833,9872,9948,10069,10165,10203,10286,10334,10376,10430,10492,10580,10711,10790,10804,11105,11705,11775,12588,12604,12929,12929,13227,13357,13703,13811,14023,14182,14464,14752,14769,14909,14977,14996,15008,15055,15256,15261,15332,15362,15403,15426,15573,15781,15839,15863,15923,16257,16260,16353,16419,16482,16498,16549,16569,16752,17052,17154,17177,17313,17482,17595,17723,17749,17813,17843,18449,18484,18634,18640,18820,18877,19128,19177,19297,19689,19910,20242,20281,20312,20739,20750,20815];
gi = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];
hi = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1];
S = [
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [90,90,90,68,90,68,68,68,68,90,68,68,90,90,68,68,68,68,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,90,68,68,90,68,68,68,68,68,90,68,68,90,90,68,68,68,68,68,68,68,68,68,68,90,68,68,90,68,68,90,68,68,90,90,68,68,68,68,68,68,90,68,90,68,90,68,68,68,68,68,90,68,90,68,68,68,68,90,90,68,90,68,68,90,68,68,90,68,68,90,68,68,68,68,90,68,68,90,90,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,68,68,68,68,68,90,90],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [113,113,135,113,135,90,90,113,90,113,90,113,113,113,113,113,90,113,113,113,113,113,90,90,90,113,113,113,90,113,113,135,113,90,113,135,90,90,113,90,90,113,90,90,135,90,90,135,135,90,90,113,90,90,90,113,113,90,90,113,90,90,113,113,113,113,90,113,135,113,90,113,113,90,90,90,135,113,135,90,113,90,90,113,90,90,113,90,135,90,90,113,90,135,113,113,113,113,90,113,113,90,135,90,113,113,90,113,113,90,113,90,113,113,113,113,90,113,90,90,90,90,135,113,90,90,90,90,90,90,113,113,90,113,113,90,90,90,90,113,90,113,90,113,90,90,90,113,113,113],
  [113,113,135,113,135,90,90,113,90,113,90,113,113,113,113,113,90,113,113,113,113,113,90,90,90,113,113,113,90,113,113,135,113,90,113,135,90,90,113,90,90,113,90,90,135,90,90,135,135,90,90,113,90,90,90,113,113,90,90,113,90,90,113,113,113,113,90,113,135,113,90,113,113,90,90,90,135,113,135,90,113,90,90,113,90,90,113,90,135,90,90,113,90,135,113,113,113,113,90,113,113,90,135,90,113,113,90,113,113,90,113,90,113,113,113,113,90,113,90,90,90,90,135,113,90,90,90,90,90,90,113,113,90,113,113,90,90,90,90,113,90,113,90,113,90,90,90,113,113,113],
  [90,90,90,68,90,68,68,68,68,90,68,68,90,90,68,68,68,68,68,68,68,68,68,68,68,68,68,90,68,68,90,90,90,68,68,90,68,68,90,68,68,68,68,68,90,68,68,90,90,68,68,68,68,68,68,68,68,68,68,90,68,68,90,68,68,90,68,68,90,90,68,68,68,68,68,68,90,68,90,68,90,68,68,68,68,68,90,68,90,68,68,68,68,90,90,68,90,68,68,90,68,68,90,68,68,90,68,68,68,68,90,68,68,90,90,90,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,90,68,90,68,68,68,68,68,90,68,68,68,68,68,68,68,68,90,90],
  [113,113,135,113,135,90,90,113,90,113,90,113,113,113,113,113,90,113,113,113,113,113,90,90,90,113,113,113,90,113,113,135,113,90,113,135,90,90,113,90,90,113,90,90,135,90,90,135,135,90,90,113,90,90,90,113,113,90,90,113,90,90,113,113,113,113,90,113,135,113,90,113,113,90,90,90,135,113,135,90,113,90,90,113,90,90,113,90,135,90,90,113,90,135,113,113,113,113,90,113,113,90,135,90,113,113,90,113,113,90,113,90,113,113,113,113,90,113,90,90,90,90,135,113,90,90,90,90,90,90,113,113,90,113,113,90,90,90,90,113,90,113,90,113,90,90,90,113,113,113],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
