P = 100;
R = 2;
Ai = [1,125,328,374,456,519,548,595,601,618,624,688,1013,1071,1100,1201,1467,1491,1642,1740,2019,2105,2126,2203,2282,2646,2735,2757,2768,2828,2863,2895,2944,3023,3032,3123,3590,3620,3646,3776,3883,4294,4365,4382,4421,4430,4545,4575,4614,4624,4746,4988,5091,5104,5208,5344,5381,5502,5608,5982,6242,6568,6640,6908,7032,7035,7125,7174,7471,7552,7644,7750,8023,8401,8765,8969,9030,9220,9222,9519,9552,9788,9797,9811,9844,10141,10216,10258,10330,10443,10623,10679,10970,11089,11137,11342,11524,11536,11638,11723];
Ei = [601,725,928,974,1056,1119,1148,1195,1201,1218,1224,1288,1613,1671,1700,1801,2067,2091,2242,2340,2619,2705,2726,2803,2882,3246,3335,3357,3368,3428,3463,3495,3544,3623,3632,3723,4190,4220,4246,4376,4483,4894,4965,4982,5021,5030,5145,5175,5214,5224,5346,5588,5691,5704,5808,5944,5981,6102,6208,6582,6842,7168,7240,7508,7632,7635,7725,7774,8071,8152,8244,8350,8623,9001,9365,9569,9630,9820,9822,10119,10152,10388,10397,10411,10444,10741,10816,10858,10930,11043,11223,11279,11570,11689,11737,11942,12124,12136,12238,12323];
Ti = [908,1027,1378,1502,1618,1235,1520,1401,1584,1343,1787,1700,1724,1907,2234,2003,2169,2215,2781,2436,3111,2967,2971,2918,3258,3728,3468,3750,3647,3495,3579,4079,3764,3749,3854,4273,4469,4771,4836,4695,4829,5400,5536,5224,5443,5492,5373,5731,5749,5588,5636,5946,6145,6074,6223,6521,6404,6455,6344,6867,6972,7439,7635,7824,8162,8124,8080,8149,8291,8349,8715,8455,8903,9293,9508,9988,9796,10300,10108,10666,10704,10779,10944,10943,10515,11112,11288,11071,11353,11335,11428,11713,11959,12035,12031,12393,12655,12387,12550,12691];
Li = [2401,2525,2728,2774,2856,2919,2948,2995,3001,3018,3024,3088,3413,3471,3500,3601,3867,3891,4042,4140,4419,4505,4526,4603,4682,5046,5135,5157,5168,5228,5263,5295,5344,5423,5432,5523,5990,6020,6046,6176,6283,6694,6765,6782,6821,6830,6945,6975,7014,7024,7146,7388,7491,7504,7608,7744,7781,7902,8008,8382,8642,8968,9040,9308,9432,9435,9525,9574,9871,9952,10044,10150,10423,10801,11165,11369,11430,11620,11622,11919,11952,12188,12197,12211,12244,12541,12616,12658,12730,12843,13023,13079,13370,13489,13537,13742,13924,13936,14038,14123];
gi = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];
hi = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];
S = [
  [90,90,113,113,90,90,113,90,135,113,90,90,113,113,90,113,90,90,90,90,90,113,90,135,113,113,90,113,113,113,90,135,90,90,113,113,90,90,113,90,90,135,90,90,113,113,113,90,113,113,113,90,113,113,113,113,113,90,90,90,90,113,113,113,113,90,90,113,113,113,113,113,135,113,113,90,135,90,90,113,90,113,90,113,113,90,113,113,90,90,90,90,90,113,90,113,113,90,113,90],
  [90,90,113,113,90,90,113,90,135,113,90,90,113,113,90,113,90,90,90,90,90,113,90,135,113,113,90,113,113,113,90,135,90,90,113,113,90,90,113,90,90,135,90,90,113,113,113,90,113,113,113,90,113,113,113,113,113,90,90,90,90,113,113,113,113,90,90,113,113,113,113,113,135,113,113,90,135,90,90,113,90,113,90,113,113,90,113,113,90,90,90,90,90,113,90,113,113,90,113,90],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [68,68,90,68,68,68,90,68,90,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,90,68,68,68,68,68,68,90,68,68,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,68,68,90,68,68,90,90,68,68,68,68,68,90,90,90,68,68,68,90,90,68,68,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,68],
  [90,90,113,113,90,90,113,90,135,113,90,90,113,113,90,113,90,90,90,90,90,113,90,135,113,113,90,113,113,113,90,135,90,90,113,113,90,90,113,90,90,135,90,90,113,113,113,90,113,113,113,90,113,113,113,113,113,90,90,90,90,113,113,113,113,90,90,113,113,113,113,113,135,113,113,90,135,90,90,113,90,113,90,113,113,90,113,113,90,90,90,90,90,113,90,113,113,90,113,90],
  [90,90,113,113,90,90,113,90,135,113,90,90,113,113,90,113,90,90,90,90,90,113,90,135,113,113,90,113,113,113,90,135,90,90,113,113,90,90,113,90,90,135,90,90,113,113,113,90,113,113,113,90,113,113,113,113,113,90,90,90,90,113,113,113,113,90,90,113,113,113,113,113,135,113,113,90,135,90,90,113,90,113,90,113,113,90,113,113,90,90,90,90,90,113,90,113,113,90,113,90],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [90,90,113,113,90,90,113,90,135,113,90,90,113,113,90,113,90,90,90,90,90,113,90,135,113,113,90,113,113,113,90,135,90,90,113,113,90,90,113,90,90,135,90,90,113,113,113,90,113,113,113,90,113,113,113,113,113,90,90,90,90,113,113,113,113,90,90,113,113,113,113,113,135,113,113,90,135,90,90,113,90,113,90,113,113,90,113,113,90,90,90,90,90,113,90,113,113,90,113,90],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [68,68,90,68,68,68,90,68,90,68,68,68,90,68,68,68,68,68,68,68,68,68,68,90,90,68,68,68,68,68,68,90,68,68,68,90,68,68,68,68,68,90,68,68,68,90,90,68,68,68,68,68,90,68,68,90,90,68,68,68,68,68,90,90,90,68,68,68,90,90,68,68,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,68],
