P = 200;
R = 2;
Ai = [1,207,358,381,499,574,586,589,594,611,643,890,1185,1267,1632,1635,1686,1791,1981,2034,2066,2119,2229,2268,2277,2773,2827,2911,2957,2968,3089,3138,3157,3209,3658,3697,3716,3759,4013,4454,4517,4543,4621,4721,4842,4921,5049,5168,5205,5515,5781,5888,5989,6229,6291,6365,6616,6791,7125,7134,7183,7404,7437,7464,7485,7793,7816,7844,7965,7986,8329,8484,8600,8632,8727,9330,9428,9658,9688,9734,9834,9905,9958,10012,10230,10270,10343,10376,10416,10440,10540,10622,10822,10862,10924,11182,11209,11212,11257,11313,11836,12062,12215,12333,12440,12755,12926,13125,13134,13157,13261,13537,13632,13839,14013,14254,14322,14340,14471,14577,14797,14943,14960,14978,14979,15192,15417,15498,15664,15685,15732,15778,15786,15788,15880,16104,16234,16302,16317,16335,16534,16585,16656,16821,16851,16855,17309,17315,17349,17376,17495,17586,17668,17742,18103,18187,18189,18349,18399,18571,18729,18737,19082,19092,19479,19533,19999,20068,20102,20130,20228,20249,20478,20731,20766,20923,21027,21263,21598,21727,21864,21894,21898,21914,21916,22106,22125,22194,22230,22472,22557,22606,22864,22927,23015,23045,23114,23120,23193,23399];
Ei = [601,807,958,981,1099,1174,1186,1189,1194,1211,1243,1490,1785,1867,2232,2235,2286,2391,2581,2634,2666,2719,2829,2868,2877,3373,3427,3511,3557,3568,3689,3738,3757,3809,4258,4297,4316,4359,4613,5054,5117,5143,5221,5321,5442,5521,5649,5768,5805,6115,6381,6488,6589,6829,6891,6965,7216,7391,7725,7734,7783,8004,8037,8064,8085,8393,8416,8444,8565,8586,8929,9084,9200,9232,9327,9930,10028,10258,10288,10334,10434,10505,10558,10612,10830,10870,10943,10976,11016,11040,11140,11222,11422,11462,11524,11782,11809,11812,11857,11913,12436,12662,12815,12933,13040,13355,13526,13725,13734,13757,13861,14137,14232,14439,14613,14854,14922,14940,15071,15177,15397,15543,15560,15578,15579,15792,16017,16098,16264,16285,16332,16378,16386,16388,16480,16704,16834,16902,16917,16935,17134,17185,17256,17421,17451,17455,17909,17915,17949,17976,18095,18186,18268,18342,18703,18787,18789,18949,18999,19171,19329,19337,19682,19692,20079,20133,20599,20668,20702,20730,20828,20849,21078,21331,21366,21523,21627,21863,22198,22327,22464,22494,22498,22514,22516,22706,22725,22794,22830,23072,23157,23206,23464,23527,23615,23645,23714,23720,23793,23999];
Ti = [1154,1359,1073,1417,1261,1442,1523,1323,1605,1456,1471,1762,1907,2139,2582,2779,2768,2776,2730,3092,2879,3154,2940,3246,3424,3938,3858,3779,3635,4046,3848,4041,4068,4400,4794,4666,4651,4509,4739,5518,5658,5538,5545,5548,5729,5838,5739,5980,5977,6471,6449,6954,6921,7213,7186,7282,7279,7756,8181,8144,7969,8196,8098,8463,8578,8514,8994,8723,8853,8717,9461,9275,9551,9752,9816,10459,10343,10798,10473,10417,10662,10684,11031,10933,11146,11012,11280,11380,11516,11620,11429,11405,11984,11871,11649,12096,12102,11963,12195,12294,12905,13009,13077,13402,13539,13457,13988,14032,14065,14010,14297,14364,14424,14563,14682,14924,14989,15524,15514,15683,15959,15839,16160,16162,15726,16329,16374,16222,16438,16398,16670,16520,16822,16529,17018,17161,17217,17469,17514,17427,17700,17698,17699,17975,17705,17718,18418,18498,18481,18470,18320,18584,18352,18746,18939,19179,18912,19197,19117,19607,19905,19762,20037,19756,20595,20341,21072,21229,20955,21051,21120,21278,21246,21823,21615,21946,22225,22449,22572,22800,22809,22597,23046,22615,22932,23123,23038,22974,23219,23668,23370,23483,23784,23764,23861,23836,23950,23934,24167,24265];
Li = [2401,2607,2758,2781,2899,2974,2986,2989,2994,3011,3043,3290,3585,3667,4032,4035,4086,4191,4381,4434,4466,4519,4629,4668,4677,5173,5227,5311,5357,5368,5489,5538,5557,5609,6058,6097,6116,6159,6413,6854,6917,6943,7021,7121,7242,7321,7449,7568,7605,7915,8181,8288,8389,8629,8691,8765,9016,9191,9525,9534,9583,9804,9837,9864,9885,10193,10216,10244,10365,10386,10729,10884,11000,11032,11127,11730,11828,12058,12088,12134,12234,12305,12358,12412,12630,12670,12743,12776,12816,12840,12940,13022,13222,13262,13324,13582,13609,13612,13657,13713,14236,14462,14615,14733,14840,15155,15326,15525,15534,15557,15661,15937,16032,16239,16413,16654,16722,16740,16871,16977,17197,17343,17360,17378,17379,17592,17817,17898,18064,18085,18132,18178,18186,18188,18280,18504,18634,18702,18717,18735,18934,18985,19056,19221,19251,19255,19709,19715,19749,19776,19895,19986,20068,20142,20503,20587,20589,20749,20799,20971,21129,21137,21482,21492,21879,21933,22399,22468,22502,22530,22628,22649,22878,23131,23166,23323,23427,23663,23998,24127,24264,24294,24298,24314,24316,24506,24525,24594,24630,24872,24957,25006,25264,25327,25415,25445,25514,25520,25593,25799];
gi = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];
hi = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];
S = [
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [90,68,68,90,68,90,68,90,68,68,68,90,90,68,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,90,68,68,90,90,68,68,68,68,68,68,90,68,68,68,68,68,90,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,68,90,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,90,90,68,68,68,90,90,68,68,68,68,68,68,90,68,90,68,68,90,68,68,68,90,90,90,90,68,90,68,68,90,90,68,90,68,68,68,90,68,90,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,68,90,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,68,90,68,90,68,68,68,90,68,90,68,68,68,90,68,90,90,68,68,68,68,68,90,90,68,68,68,68,90,68,90],
  [90,68,68,90,68,90,68,90,68,68,68,90,90,68,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,90,68,68,90,90,68,68,68,68,68,68,90,68,68,68,68,68,90,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,68,90,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,90,90,68,68,68,90,90,68,68,68,68,68,68,90,68,90,68,68,90,68,68,68,90,90,90,90,68,90,68,68,90,90,68,90,68,68,68,90,68,90,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,68,90,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,68,90,68,90,68,68,68,90,68,90,68,68,68,90,68,90,90,68,68,68,68,68,90,90,68,68,68,68,90,68,90],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [90,68,68,90,68,90,68,90,68,68,68,90,90,68,90,90,68,68,90,68,68,90,68,68,68,68,68,68,68,90,68,68,90,90,68,68,68,68,68,68,90,68,68,68,68,68,90,68,90,68,68,68,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,68,90,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,90,90,90,68,68,68,90,90,68,68,68,68,68,68,90,68,90,68,68,90,68,68,68,90,90,90,90,68,90,68,68,90,90,68,90,68,68,68,90,68,90,68,68,68,90,68,68,68,90,90,68,68,68,90,90,68,68,68,68,90,68,68,68,68,68,90,68,68,68,68,68,68,68,68,68,68,68,90,68,90,68,68,68,90,68,90,68,68,68,90,68,90,90,68,68,68,68,68,90,90,68,68,68,68,90,68,90],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [135,90,90,135,90,113,90,113,90,113,113,113,135,90,113,135,113,90,113,90,90,113,113,90,113,113,90,113,90,113,113,90,135,113,90,113,90,113,90,113,113,90,113,113,90,90,113,113,113,113,90,90,90,90,90,113,90,135,90,90,113,113,90,90,113,113,90,113,90,90,90,113,90,113,113,90,113,113,90,90,113,90,90,113,90,113,90,113,113,113,113,90,90,135,113,113,90,113,113,135,135,113,90,113,90,90,90,113,113,113,90,113,135,90,90,90,135,135,135,113,90,113,113,90,113,113,113,113,90,90,113,135,90,113,113,90,113,113,113,113,90,113,135,113,90,90,113,135,113,90,113,90,113,90,90,90,90,90,135,113,113,90,90,90,113,90,113,113,90,113,113,113,113,113,113,113,113,90,113,90,113,90,113,90,113,135,90,113,113,113,113,135,135,90,113,113,113,135,113,135],
  [68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68],
